,f1,P@5,P@10,MAP,R_precision
79,0.17867435174158905,0.2,0.3,0.14134520820494667,0.23255813953488372
80,0.13017751495671018,0.6,0.5,0.23869815066384206,0.3235294117647059
81,0.08433734956670053,0.8,0.4,0.20093030231511425,0.25
82,0.1748633881218609,0.8,0.4,0.1480348085056863,0.1774193548387097
83,0.1250000001655329,0.6,0.3,0.1996289839464537,0.25
84,0.081250000181,0.8,0.7,0.5436797558529585,0.5625
85,0.08955223897238049,0.2,0.1,0.04438027971033989,0.0967741935483871
86,0.20512820528181586,0.6,0.5,0.2666101541405797,0.3404255319148936
87,0.12865497092072772,0.2,0.2,0.08501687748284494,0.10526315789473684
88,0.05660377376807088,0.2,0.1,0.11899450536824839,0.14285714285714285
89,0.08722741451015616,0.6,0.4,0.39506539336873825,0.4117647058823529
90,0.15060240980766437,1.0,0.9,0.5926314172248155,0.5714285714285714
91,0.3092105264157895,0.6,0.6,0.11521556408130323,0.3092105263157895
92,0.23640661950447053,0.6,0.7,0.2008941995218426,0.2689075630252101
94,0.3564356436665621,0.4,0.5,0.15293506901724244,0.3023255813953488
95,0.0319488819779665,0.6,0.3,0.31092846904332544,0.3333333333333333
96,0.05063291157779202,0.8,0.4,0.346214819393547,0.4166666666666667
97,0.05714285732937668,0.6,0.4,0.3314408400620219,0.36363636363636365
98,0.05015673999398787,0.6,0.3,0.21328773951590332,0.2
99,0.025889967831172693,0.6,0.3,0.6027118644067796,0.6
100,0.03174603193255127,0.6,0.3,0.29085671051099987,0.2727272727272727
